posted_by,under_construction,rera_approved,no_of_rooms,property_type,area_sqft,ready_to_move,resale,lon,lat,city,price_lacs
Owner,0,0,3,BHK,1420.0,1,1,24.193488,86.297165,Dhanbad,42.6
Owner,0,1,2,BHK,935.0393701,1,1,21.213822,81.676956,Raipur,38.0
Owner,0,0,4,BHK,4950.49505,1,1,31.672864,75.864285,Hoshiarpur,20.0
Dealer,0,0,2,BHK,1099.975556,1,1,19.038205,73.06612,Maharashtra,90.0
Owner,0,0,2,BHK,1250.0,1,1,27.216013,77.950834,Agra,27.9
Dealer,0,0,2,BHK,1036.814425,1,1,25.451221,81.788809,Allahabad,41.4
Dealer,0,0,3,BHK,1630.181649,1,1,13.04394,80.17251,Chennai,140.0
Owner,0,0,2,BHK,1375.205255,1,1,18.45466,73.871891,Pune,67.0
Owner,0,0,3,BHK,1451.278507,1,1,26.8626,75.7633,Jaipur,42.0
Owner,0,0,1,BHK,350.0,1,1,18.508852,73.86954399999999,Pune,31.5
Dealer,0,0,1,BHK,665.1147323,1,1,21.17,72.83,Surat,20.0
Owner,0,0,3,BHK,1684.1039489999998,1,1,28.460854,77.055753,Sonipat,49.9
Dealer,1,0,2,BHK,1174.455591,0,1,19.01798,72.84476,Mumbai,240.0
Owner,0,0,2,BHK,387.4967709,1,1,26.462204,80.239088,Kanpur,15.0
Owner,1,1,4,BHK,1698.031581,0,1,28.66667,77.41667,Ghaziabad,78.5
Dealer,0,0,3,BHK,1619.810091,1,1,9.97833,76.28361,Ernakulam,87.0
Owner,0,0,2,BHK,1100.244499,1,1,21.6,73.0,Bharuch,27.0
Dealer,0,0,3,BHK,1680.2016239999998,1,1,24.69028,78.41889,Lalitpur,120.0
Dealer,0,1,2,BHK,1393.566369,1,1,19.1615,72.8731,Mumbai,240.0
Dealer,0,0,4,BHK,3894.736842,1,1,13.0306,77.6485,Bangalore,370.0
Dealer,0,1,3,BHK,1705.298013,1,1,30.329857,77.98826,Dehradun,92.7
Dealer,0,1,3,BHK,1466.27566,1,1,19.18,72.96333,Lalitpur,140.0
Dealer,0,1,4,BHK,3383.574285,1,1,28.488415000000003,77.285903,Faridabad,220.0
Dealer,0,0,2,BHK,1493.295408,1,1,12.9077,77.6755,Bangalore,73.5
Dealer,0,1,2,BHK,982.0958399,1,1,8.78333,78.13333,Thoothukudi,37.3
Dealer,1,1,2,BHK,1091.703057,0,1,19.1955,72.8728,Maharashtra,150.0
Owner,0,0,3,BHK,1275.045537,1,1,12.840956,77.659441,Bangalore,35.0
Dealer,0,0,2,BHK,1200.192031,1,1,12.96991,77.59796,Bangalore,50.0
Dealer,0,1,3,BHK,1889.728768,1,1,28.408144,76.963756,Gurgaon,85.0
Dealer,0,0,4,BHK,3181.818182,1,0,19.014858,72.8662,Maharashtra,630.0
Dealer,0,0,3,BHK,1350.21097,1,1,12.96991,77.59796,Bangalore,48.0
Owner,0,0,1,BHK,501.1135857,1,1,21.0,79.0,Nagpur,9.0
Owner,0,0,2,BHK,956.0229446,1,1,12.972166,80.24878000000001,Chennai,65.0
Dealer,0,0,3,BHK,1877.279554,1,1,24.69028,78.41889,Lalitpur,350.0
Dealer,0,0,3,BHK,1550.044287,1,1,13.344287,77.111085,Bangalore,140.0
Dealer,0,0,2,BHK,1100.009167,1,1,19.255098,72.9815265,Lalitpur,120.0
Dealer,0,0,2,BHK,1230.053191,1,1,19.05444,72.84056,Lalitpur,370.0
Dealer,0,1,1,BHK,556.0851605,1,1,18.966114,73.148278,Lalitpur,35.0
Owner,0,1,3,BHK,1238.174736,1,1,28.6218,77.3831,Faridabad,44.5
Dealer,0,0,2,BHK,1206.116735,1,1,28.542768,77.365736,Noida,56.0
Owner,0,0,2,BHK,512.5628141,1,1,21.52,70.47,Junagadh,10.2
Owner,0,0,1,BHK,400.0,1,1,28.707966,77.48760300000001,Ghaziabad,8.5
Owner,0,0,4,BHK,2500.0,1,1,12.9958935,77.761394,Bangalore,160.0
Owner,0,0,1,BHK,655.0218341,1,1,12.86,77.786,,30.0
Dealer,0,0,4,BHK,3204.802116,1,1,13.09,80.27,Chennai,630.0
Owner,1,1,3,BHK,2318.034307,0,1,28.552626,77.33394799999999,Noida,250.0
Dealer,0,0,4,BHK,3200.0,1,1,28.43303,77.314268,Lalitpur,500.0
Dealer,0,0,2,BHK,1207.983193,1,1,18.510861,73.926175,Pune,92.0
Dealer,1,1,2,BHK,1275.235532,0,1,26.900926,75.775927,Ghaziabad,37.9
Owner,0,0,1,BHK,726.0221627999999,1,1,26.842586,75.56407349999999,Jaipur,19.0
Owner,0,0,3,BHK,1094.251532,1,1,22.403867,88.47000600000001,Kolkata,37.5
Owner,0,1,1,BHK,585.1375073,1,1,28.652011,77.482362,Ghaziabad,20.0
Dealer,1,0,2,BHK,1207.997778,0,1,25.61,85.14139,Patna,43.5
Owner,1,1,3,BHK,1356.238698,0,1,13.061162,77.65703,Bangalore,75.0
Dealer,1,1,3,BHK,1365.1162789999998,0,0,30.662283,76.822397,Chandigarh,58.7
Dealer,0,0,3,BHK,1400.180668,1,1,26.832353,75.841749,Jaipur,31.0
Dealer,0,0,2,BHK,850.0380614000001,1,1,13.019638,80.22798900000001,Chennai,67.0
Dealer,0,0,2,BHK,750.0669703,1,1,22.5041,88.3904,Kolkata,28.0
Owner,0,0,3,BHK,1200.154859,1,1,22.75,77.72,Bhopal,31.0
Builder,1,1,2,BHK,939.6533723,0,0,15.479294,73.89546,Panaji,90.0
Dealer,0,0,2,BHK,810.0147275,1,1,13.09,80.27,Chennai,33.0
Owner,0,0,2,BHK,815.3756552,1,1,22.3,73.2,Vadodara,14.0
Owner,0,0,2,BHK,700.0,1,1,22.29691,70.79836,Rajkot,35.0
Dealer,0,0,2,BHK,1080.159181,1,1,22.54111,88.33778000000001,Kolkata,57.0
Dealer,0,0,2,BHK,1139.438826,1,1,24.69028,78.41889,Lalitpur,160.0
Dealer,0,0,3,BHK,2500.0,1,1,18.935883,72.82575899999999,Mumbai,1350.0
Dealer,0,0,3,BHK,1400.0,1,1,28.602325,77.40199399999999,Noida,73.5
Builder,1,0,3,BHK,923.8095238,0,0,23.828918,86.494671,Dhanbad,19.4
Dealer,0,1,3,BHK,1650.453956,1,1,30.768683000000003,76.650876,Mohali,50.9
Dealer,1,0,3,BHK,1182.866557,0,1,28.65998,77.37027900000001,Ghaziabad,35.9
Dealer,1,0,2,BHK,1664.335664,0,1,38.96026502,-86.56196551,Dehradun,59.5
Dealer,0,1,2,BHK,1182.033097,1,1,13.0519,77.5416,Bangalore,90.0
Dealer,0,0,2,BHK,975.0812568,1,1,12.973237,77.64685899999999,Dharuhera,27.0
Dealer,1,1,1,BHK,716.0561829,0,1,24.69028,78.41889,Lalitpur,52.0
Owner,0,0,1,BHK,502.0080321,1,1,15.86667,74.5,Belgaum,20.0
Dealer,0,0,2,BHK,910.021613,1,1,21.152819,79.06953100000001,Nagpur,80.0
Dealer,0,1,3,BHK,1853.129621,1,1,30.6665,76.8625,Panchkula,75.2
Owner,0,0,2,BHK,767.0182167,1,1,11.060813,76.970641,Coimbatore,32.0
Owner,0,0,2,BHK,1169.465649,1,1,25.257668,86.99290500000001,Bhagalpur,38.3
Dealer,0,0,3,BHK,1510.366607,1,1,18.52361,73.84778,Pune,110.0
Owner,0,0,2,BHK,900.5763688999999,1,1,21.543768,70.451598,Junagadh,12.5
Owner,0,0,2,BHK,1200.369344,1,1,30.92,77.12, Solan ,26.0
Owner,0,0,2,BHK,900.0473708999999,1,1,22.760061,75.928572,Indore,38.0
Dealer,0,0,2,BHK,890.0316456,1,1,22.5,88.35,Kolkata,45.0
Owner,0,0,3,BHK,1560.410165,1,1,23.698756,86.93168,Asansol,35.0
Dealer,0,1,2,BHK,849.6732026000001,1,1,30.712867,76.648557,Mohali,16.9
Dealer,0,1,2,BHK,1400.030271,1,1,19.1145,72.8712,Lalitpur,370.0
Owner,0,0,2,BHK,1100.063465,1,1,12.96991,77.59796,Bangalore,52.0
Dealer,0,1,4,BHK,3035.060178,1,1,18.558319,73.77588,Pune,290.0
Dealer,0,0,2,BHK,1045.19774,1,1,18.52783,73.875757,Pune,51.8
Dealer,0,0,2,BHK,1200.0,1,1,50.817397,4.42145,Bangalore,42.0
Dealer,1,1,3,BHK,1285.0,0,0,28.429614,77.481711,Noida,66.82
Dealer,1,1,3,BHK,1600.170685,0,1,21.0,77.0,Lucknow,75.0
Owner,0,1,3,BHK,1544.94382,1,1,28.567633,77.383124,Noida,77.0
Owner,0,1,2,BHK,1082.038166,1,1,28.577673,77.389781,Noida,55.0
Owner,0,0,1,BHK,661.1165524,1,1,20.709535,77.013124,Akola,27.0
Dealer,0,1,3,BHK,1720.1218420000002,1,1,28.396092,76.972169,Gurgaon,96.0
Owner,0,1,3,BHK,1365.103003,1,1,17.51444,78.51361,Secunderabad,55.0
Owner,0,0,3,BHK,1352.313167,1,1,28.95,77.22,Meerut,38.0
Dealer,0,0,2,BHK,1215.932914,1,1,12.9407,77.7466,Bangalore,87.0
Dealer,1,1,1,BHK,478.121175,0,0,19.222101,72.988231,Maharashtra,62.5
Dealer,0,0,2,BHK,940.3669725,1,1,28.538774,77.366515,Noida,20.5
Owner,0,1,3,BHK,1320.190107,1,1,28.560719,77.386208,Noida,75.0
Owner,0,0,3,BHK,1710.051302,1,1,12.96991,77.59796,Bangalore,90.0
Dealer,1,1,2,BHK,529.9065421,0,0,24.69028,78.41889,Lalitpur,56.7
Builder,1,1,3,BHK,1360.714286,0,0,25.61,85.14139,Patna,38.1
Dealer,0,0,3,BHK,1910.299003,1,1,30.662283,76.822397,Chandigarh,69.0
Owner,0,0,1,BHK,653.4401165,1,1,18.5823,73.983,Pune,35.9
Dealer,1,1,2,BHK,641.4662085,0,0,24.69028,78.41889,Lalitpur,140.0
Owner,0,1,2,BHK,899.9742864,1,1,28.6221,77.3674,Noida,35.0
Builder,0,0,1,BHK,443.5578503,1,0,42.049481,-87.681841,Mumbai,37.8
Dealer,1,1,4,BHK,1304.034182,0,0,18.96667,72.83333,Mumbai,470.0
Owner,0,1,1,BHK,1000.0,1,1,15.963926999999998,73.998901,Sindhudurg,28.0
Owner,0,0,2,BHK,939.8496241,1,1,17.815234,83.35818,Visakhapatnam,30.0
Dealer,0,0,3,BHK,1910.226983,1,1,30.662283,76.822397,Chandigarh,74.9
Owner,0,0,2,BHK,968.9922481,1,1,22.285717,70.767706,Rajkot,30.0
Owner,1,1,2,BHK,1020.199959,0,1,28.579845,77.403693,Noida,50.0
Dealer,1,0,2,BHK,709.113608,0,1,22.486964,88.313191,Kolkata,28.4
Dealer,0,0,2,BHK,1050.098447,1,1,18.96667,72.83333,Mumbai,96.0
Owner,0,0,2,BHK,688.0733945000001,1,1,28.6667,77.4333,Ghaziabad,15.0
Dealer,0,1,3,BHK,1253.989968,1,1,19.18,72.96333,Mumbai,220.0
Dealer,0,0,3,BHK,1652.6649220000002,1,1,35.0,136.0,Bangalore,120.0
Dealer,1,1,2,BHK,748.9616668,0,0,19.1145,72.8712,Lalitpur,220.0
Dealer,0,0,2,BHK,966.0826234,1,1,18.637802,73.745912,Pune,60.1
Owner,0,1,4,BHK,2570.3270030000003,1,1,22.31055,73.1695,Vadodara,180.0
Dealer,0,1,3,BHK,1650.165017,1,1,22.1764,75.8193,Indore,55.0
Dealer,1,1,2,BHK,1164.483261,0,1,13.081616,77.620233,Bangalore,64.0
Dealer,0,1,1,BHK,714.2857142999999,1,1,19.1849,72.8347,Lalitpur,100.0
Owner,0,0,2,BHK,784.0062721,1,1,18.430375,73.815337,Pune,40.0
Dealer,1,0,2,BHK,1500.0,0,1,12.971321,77.59819,Bangalore,0.48
Dealer,1,1,3,BHK,1366.31331,0,1,30.662283,76.822397,Chandigarh,58.0
Dealer,0,0,3,BHK,1756.036375,1,1,19.221571,73.042474,Mumbai,280.0
Owner,0,0,3,BHK,1764.2341620000002,1,1,12.9879,77.5789,Bangalore,110.0
Dealer,0,0,1,BHK,549.976088,1,1,28.2102,76.8606,Bhiwadi,11.5
Dealer,0,0,7,BHK,10000.0,1,1,24.48,78.42,Lalitpur,3500.0
Owner,0,0,2,BHK,1100.0,1,1,12.896796,77.5724,Bangalore,33.0
Owner,0,0,1,BHK,812.5,1,1,12.892129,74.84594399999999,Mangalore,26.0
Dealer,1,1,2,BHK,764.2338556,0,1,19.256471,72.868815,Mumbai,100.0
Dealer,0,1,3,BHK,1710.526316,1,1,26.900926,75.775927,Ghaziabad,52.0
Owner,0,0,2,BHK,540.0864138,1,1,13.13183,80.13082,Chennai,22.5
Owner,0,0,2,BHK,1241.2547960000002,1,1,17.49382,78.54305500000001,Secunderabad,55.0
Dealer,0,0,3,BHK,1600.0,1,1,12.858535,77.590438,Bangalore,60.0
Owner,0,0,3,BHK,1560.096682,1,1,12.9958935,77.761394,Bangalore,71.0
Dealer,1,1,1,BHK,472.0017164,0,1,24.69028,78.41889,Lalitpur,66.0
Owner,0,0,3,BHK,1801.152738,1,1,12.876691,77.59908,Bangalore,150.0
Owner,0,0,1,BHK,4500.0,1,1,19.1183,77.09444,Beed,99.0
Dealer,0,0,2,BHK,1175.015461,1,1,18.714661,73.678196,Pune,95.0
Dealer,1,1,2,BHK,679.4401412999999,0,1,24.69028,78.41889,Lalitpur,100.0
Dealer,0,1,2,BHK,1283.14799,1,1,28.514348,76.983292,Gurgaon,75.0
Owner,0,0,2,BHK,1100.0,1,1,20.631532,79.220106,Nagpur,33.0
Dealer,1,1,2,BHK,723.9382239,0,1,19.1955,72.8728,Lalitpur,180.0
Dealer,0,0,2,BHK,1100.173712,1,1,12.96991,77.59796,Bangalore,38.0
Owner,0,0,2,BHK,1116.071429,1,1,13.0318,77.6583,Bangalore,45.0
Dealer,1,1,2,BHK,1125.0,0,1,21.0,77.0,Lucknow,36.0
Dealer,0,1,3,BHK,1350.186728,1,1,30.662283,76.822397,Chandigarh,47.0
Owner,0,1,2,BHK,1000.0,1,1,26.931233,80.895237,Lucknow,50.0
Dealer,1,1,3,BHK,1587.061669,0,1,19.1758,72.8643,Mumbai,210.0
Dealer,0,0,3,BHK,1400.107701,1,1,28.40473,77.367514,Faridabad,52.0
Dealer,0,1,3,BHK,2000.444543,1,1,19.1145,72.8712,Mumbai,360.0
Dealer,0,1,3,BHK,1380.330293,1,1,28.381971000000004,77.347688,Faridabad,56.0
Dealer,1,1,3,BHK,1424.963925,0,1,30.74,76.65,Mohali,39.5
Dealer,0,1,1,BHK,600.0705965,1,1,19.245347,73.124577,Lalitpur,34.0
Owner,0,1,2,BHK,1336.302895,1,1,26.781748,81.006714,Lucknow,48.0
Dealer,0,1,2,BHK,511.9279205,1,0,19.218498,72.992114,Lalitpur,100.0
Dealer,1,1,3,BHK,1046.325879,0,1,28.431903,77.36482099999999,Faridabad,26.2
Dealer,0,0,2,BHK,950.1965924,1,1,28.57,77.32,Noida,29.0
Dealer,0,0,2,BHK,1200.192031,1,1,19.213085,72.84195,Bhopal,25.0
Owner,0,0,5,BHK,490.0459418,1,1,25.61,85.14139,Patna,48.0
Dealer,1,0,2,BHK,690.625,0,0,23.55,87.32,Durgapur,22.1
Dealer,0,1,3,BHK,1145.387905,1,0,19.249861,72.96386600000001,Maharashtra,150.0
Dealer,0,0,3,BHK,1400.0,1,1,12.96991,77.59796,Bangalore,78.4
Dealer,0,0,2,BHK,964.585917,1,1,19.068492000000003,72.898896,Maharashtra,140.0
Owner,0,0,3,BHK,1657.0008289999998,1,1,13.0604,80.2657,Chennai,120.0
Dealer,1,1,3,BHK,1799.084298,0,1,30.662283,76.822397,Chandigarh,66.8
Dealer,0,1,3,BHK,906.0159459,1,0,19.249861,72.96386600000001,Maharashtra,150.0
Dealer,0,0,3,BHK,1480.0818769999998,1,1,28.397468,76.945489,Gurgaon,94.0
Dealer,0,0,3,BHK,1100.016923,1,1,22.507959,88.353262,Kolkata,65.0
Owner,0,1,2,BHK,737.1007371000001,1,1,30.872533,75.88121600000001,Raipur,24.0
Dealer,1,1,1,BHK,676.3636364,0,1,21.17,72.83,Surat,18.6
Owner,0,0,3,BHK,1200.274348,1,1,18.458070000000003,73.891059,Alwar,35.0
Dealer,0,0,3,BHK,1744.0938640000002,1,1,12.9259,77.6229,Bangalore,220.0
Builder,1,0,3,BHK,1233.870968,0,0,23.35556,85.33471999999999,Ranchi,76.5
Dealer,0,1,2,BHK,1035.196687,1,1,26.900926,75.775927,Ghaziabad,35.0
Owner,0,0,2,BHK,890.2077151000001,1,1,17.45,78.5,Secunderabad,33.0
Dealer,1,1,4,BHK,3065.010486,0,1,28.602325,77.40199399999999,Noida,190.0
Dealer,0,0,2,BHK,850.0188893,1,1,18.52361,73.84778,Pune,45.0
Dealer,0,0,3,BHK,1969.91404,1,1,28.429614,77.481711,Noida,110.0
Owner,0,0,3,BHK,1525.423729,1,1,21.17,72.83,Surat,36.0
Owner,0,1,2,BHK,985.2216749,1,1,28.579004,77.431173,Noida,42.0
Dealer,0,1,3,BHK,1637.835848,1,1,30.691832,76.656984,Mohali,44.5
Dealer,0,0,3,BHK,1811.76252,1,1,19.05871,72.89969,Maharashtra,390.0
Dealer,0,0,2,BHK,1209.482342,1,1,28.2102,76.8606,Bhiwadi,25.0
Owner,0,0,2,BHK,1145.127366,1,1,13.11389,77.59833,Bangalore,49.0
Dealer,0,0,4,BHK,2275.808638,1,1,18.96667,72.83333,Mumbai,470.0
Dealer,0,0,3,BHK,1693.093255,1,1,28.394375,77.35722700000001,Faridabad,63.0
Owner,0,0,3,BHK,1200.120012,1,1,26.8626,75.7633,Jaipur,40.0
Dealer,0,0,2,BHK,803.1206976,1,1,18.669919,73.853723,Pune,35.0
Owner,0,0,2,BHK,1250.0,1,1,22.288976,73.128222,Vadodara,31.0
Owner,0,0,2,BHK,845.0024142999999,1,1,13.2882,77.4214,Bangalore,35.0
Owner,0,0,2,BHK,1480.541455,1,1,30.70917,76.84083000000001,Hoshiarpur,35.0
Dealer,0,0,2,BHK,576.0230409,1,1,19.2167,73.0833,Lalitpur,48.0
Dealer,0,0,3,BHK,1649.862511,1,1,9.930471,76.271273,Kochi,72.0
Builder,1,1,2,BHK,709.0771938999999,0,0,18.590034,73.821076,Maharashtra,84.6
Dealer,0,1,1,BHK,750.0,1,1,19.1849,72.8347,Lalitpur,120.0
Builder,0,1,2,BHK,1080.0,1,0,12.808137,77.58308000000001,Bangalore,35.1
Owner,0,0,3,BHK,1700.1020059999998,1,1,12.951481,77.57718,Bangalore,150.0
Owner,0,0,3,BHK,1244.813278,1,1,23.398893,85.335374,Ranchi,42.0
Dealer,1,1,2,BHK,1093.038386,0,1,18.6182,73.7447,Pune,67.2
Owner,0,0,2,BHK,900.0692361,1,1,28.57,77.32,Noida,39.0
Owner,0,0,3,BHK,1200.0,1,1,12.80009,77.71181999999999,Bangalore,60.0
Dealer,0,1,1,BHK,720.0250443,1,1,24.69028,78.41889,Lalitpur,69.0
Owner,0,0,2,BHK,840.0,1,1,27.182124,77.969927,Agra,21.0
Owner,0,0,2,BHK,1289.785729,1,1,12.852426,77.660475,Bangalore,62.0
Owner,0,0,3,BHK,1373.074347,1,1,12.963292,77.755187,Bangalore,82.0
Owner,0,0,2,BHK,850.1594049,1,1,18.5823,73.983,Pune,40.0
Builder,1,1,2,BHK,1150.180743,0,0,21.193971,79.098104,Lalitpur,35.0
Owner,0,0,2,BHK,1000.0,1,1,26.462204,80.239088,Kanpur,30.0
Dealer,0,1,3,BHK,1312.479493,1,0,24.69028,78.41889,Lalitpur,120.0
Owner,0,0,2,BHK,700.0,1,1,19.700808,72.75554699999999,Palghar,21.0
Owner,0,0,3,BHK,1520.213832,1,1,12.96991,77.59796,Bangalore,91.0
Dealer,0,0,3,BHK,1442.834882,1,1,19.05871,72.89969,Lalitpur,250.0
Dealer,0,1,2,BHK,1050.052503,1,1,28.743724,76.81131500000001,Mumbai,90.0
Dealer,0,0,3,BHK,1236.263736,1,1,22.486821,88.233267,Kolkata,27.0
Dealer,1,1,2,BHK,1248.020272,0,1,25.3945,81.8615,Allahabad,39.4
Dealer,0,1,4,BHK,3582.0158100000003,1,1,28.522931,77.357078,Noida,290.0
Dealer,1,1,3,BHK,1500.032609,0,1,19.1145,72.8712,Maharashtra,230.0
Owner,0,0,2,BHK,1100.244499,1,1,12.87004,77.673275,Bangalore,45.0
Builder,1,0,2,BHK,810.0,0,0,13.129471,80.208888,Chennai,40.5
Dealer,1,1,3,BHK,1564.102564,0,1,12.9381,77.7042,Bangalore,79.3
Owner,0,0,2,BHK,861.0658599,1,1,28.66667,77.41667,Ghaziabad,37.0
Dealer,0,1,4,BHK,3306.666667,1,0,28.546788,77.37849399999999,Noida,248.0
Owner,1,0,3,BHK,1300.0,0,1,22.603606,88.406203,Kolkata,65.0
Dealer,1,0,2,BHK,1340.399002,0,1,21.17,72.83,Surat,43.0
Owner,0,0,2,BHK,1000.0,1,1,22.706116,73.11498,Anand,16.5
Dealer,0,0,3,BHK,1536.09831,1,1,18.558319,73.77588,Pune,160.0
Dealer,0,0,2,BHK,1300.264869,1,1,28.638934000000003,77.32645699999999,Ghaziabad,54.0
Owner,0,0,4,BHK,3025.245149,1,1,22.54111,88.33778000000001,Kolkata,290.0
Dealer,0,1,3,BHK,1624.69537,1,1,28.577673,77.389781,Noida,80.0
Owner,0,0,4,BHK,2100.350058,1,1,22.519728,88.38573000000001,Kolkata,90.0
Owner,0,0,5,BHK,2025.111381,1,1,26.4725,80.33111,Kanpur,50.0
Dealer,0,0,4,BHK,4119.100859,1,1,21.16094,72.77399100000001,Surat,350.0
Owner,0,0,6,BHK,10799.13607,1,1,30.385951,76.779767,Ambala,100.0
Owner,0,0,2,BHK,1400.037334,1,1,18.61862,73.80373,Pune,75.0
Dealer,0,0,3,BHK,1450.017059,1,1,28.5942,77.3675,Noida,85.0
Owner,0,1,3,BHK,1587.989028,1,1,12.8706,77.6279,Bangalore,110.0
Owner,0,0,2,BHK,1140.215716,1,1,12.91668,77.59196,Bhiwadi,37.0
Owner,0,0,2,BHK,925.0902527,1,1,22.830053,86.158521,Jamshedpur,41.0
Owner,0,1,3,BHK,1374.381528,1,1,21.472672,82.05718,Bilaspur,25.0
Dealer,0,0,2,BHK,885.0381964,1,1,24.69028,78.41889,Lalitpur,190.0
Dealer,1,1,1,BHK,679.4117647,0,0,24.69028,78.41889,Lalitpur,69.3
Dealer,0,0,2,BHK,985.2038975,1,1,28.57,77.32,Noida,27.3
Dealer,0,1,4,BHK,1488.182083,1,1,28.40473,77.367514,Faridabad,51.0
Owner,0,0,2,BHK,1100.0,1,1,22.494595,88.559988,Kolkata,55.0
Dealer,0,0,2,BHK,1000.0,1,1,26.91868,75.750399,Jaipur,26.0
Owner,0,0,2,BHK,1303.1648289999998,1,1,12.896796,77.5724,Bangalore,91.0
Dealer,1,1,3,BHK,1767.3521850000002,0,1,12.9255,77.6765,Bangalore,110.0
Dealer,0,0,2,BHK,925.7533395,1,1,15.535439000000002,73.764454,Goa,59.6
Dealer,0,0,1,BHK,775.0,1,1,28.543278000000004,77.358896,Noida,31.0
Owner,0,0,2,BHK,880.0880087999999,1,1,26.131909,91.805142,Guwahati,40.0
Dealer,0,0,2,BHK,1100.608572,1,1,19.1955,72.8728,Maharashtra,170.0
Dealer,1,1,3,BHK,788.9743334,0,0,18.490075,73.968862,Pune,79.0
Dealer,0,0,2,BHK,1050.0,1,0,22.54111,88.33778000000001,Kolkata,46.2
Dealer,0,0,3,BHK,2165.488945,1,1,22.54111,88.33778000000001,Kolkata,95.0
Dealer,0,0,3,BHK,2326.8182420000003,1,1,13.073646,80.224016,Chennai,350.0
Dealer,0,0,2,BHK,1160.220994,1,1,21.178534,79.64665600000001,Nagpur,42.0
Dealer,1,1,2,BHK,1074.210742,0,1,30.756258000000003,76.655851,Mohali,52.4
Owner,0,1,3,BHK,1255.075674,1,1,28.579845,77.403693,Noida,68.0
Owner,0,0,2,BHK,960.1024109,1,1,12.932882,77.629551,Bangalore,45.0
Owner,0,0,2,BHK,1250.0,1,1,22.617564,88.427982,Kolkata,70.0
Dealer,0,0,4,BHK,2300.025556,1,1,22.54111,88.33778000000001,Kolkata,180.0
Dealer,0,0,2,BHK,1136.040897,1,1,23.398893,85.335374,Ranchi,40.0
Dealer,0,0,4,BHK,2549.872506,1,1,28.63676,77.36315,Ghaziabad,170.0
Dealer,0,1,4,BHK,4425.354679,1,1,28.560719,77.386208,Noida,340.0
Owner,0,0,2,BHK,1080.065743,1,1,12.96991,77.59796,Bangalore,46.0
Owner,0,1,3,BHK,1275.0,1,1,12.80009,77.71181999999999,Bangalore,51.0
Dealer,1,1,2,BHK,731.0654059999999,0,1,24.69028,78.41889,Lalitpur,75.0
Dealer,0,1,3,BHK,1960.040465,1,1,19.1759,72.9522,Lalitpur,310.0
Dealer,1,1,2,BHK,612.0047077,0,0,19.283359,72.864964,Mumbai,78.0
Dealer,0,1,3,BHK,2349.909817,1,1,22.1764,75.8193,Indore,91.2
Owner,0,0,3,BHK,1400.233372,1,1,12.96991,77.59796,Bangalore,60.0
Owner,0,0,2,BHK,710.1011894,1,1,12.96991,77.59796,Bangalore,40.0
Dealer,1,1,2,BHK,580.9128631,0,0,22.304805,73.23414,Vadodara,21.0
Owner,0,0,2,BHK,1012.743691,1,1,18.556218,73.81130300000001,Pune,120.0
Owner,0,0,2,BHK,1175.213675,1,1,12.96991,77.59796,Bangalore,49.5
Owner,1,1,2,BHK,950.0707499,0,1,12.8458,77.6727,Bangalore,47.0
Dealer,0,0,3,BHK,2303.815695,1,1,9.9800255,76.27530300000001,Kochi,160.0
Dealer,1,1,2,BHK,924.4992296,0,1,19.141644,72.842908,Mumbai,120.0
Dealer,0,0,2,BHK,956.5217391,1,1,24.69028,78.41889,Lalitpur,110.0
Dealer,0,0,2,BHK,1029.117582,1,1,22.568046,88.355699,Kolkata,46.3
Owner,0,0,2,BHK,1350.308642,1,1,30.660437,76.861517,Panchkula,35.0
Dealer,1,1,1,BHK,437.0204914,0,0,19.126499,72.99956,Lalitpur,90.0
Owner,1,0,3,BHK,1582.150101,0,1,15.488915,73.910061,Goa,78.0
Dealer,0,0,3,BHK,1368.25645,1,1,22.510165,88.301815,Kolkata,70.0
Dealer,1,1,4,BHK,2598.960416,0,1,12.863386,74.86977900000001,Mangalore,130.0
Owner,0,0,2,BHK,1150.337168,1,1,11.418224,76.710532,Palakkad,29.0
Owner,0,0,2,BHK,868.8075677999999,1,1,21.121394,79.048691, Beltarodi Road,34.9
Owner,0,0,2,BHK,712.0605251000001,1,1,22.486821,88.233267,Kolkata,32.0
Dealer,0,0,3,BHK,1339.764202,1,1,9.930471,76.271273,Kochi,50.0
Owner,0,0,3,BHK,2136.5536460000003,1,1,28.394375,77.35722700000001,Faridabad,92.0
Owner,0,0,2,BHK,750.0750075,1,1,28.432682,77.322604,Faridabad,50.0
Dealer,0,0,2,BHK,899.9638205,1,1,19.1030685,73.0109795,Maharashtra,99.5
Owner,0,0,2,BHK,1150.218542,1,1,22.12703,88.51872900000001,Kolkata,50.0
Dealer,0,1,4,BHK,3563.4374740000003,1,1,19.126499,72.99956,Maharashtra,430.0
Dealer,0,0,3,BHK,2285.3411690000003,1,1,28.397468,76.945489,Gurgaon,140.0
Dealer,0,0,3,BHK,1079.988449,1,1,22.54111,88.33778000000001,Kolkata,74.8
Owner,1,0,2,BHK,1075.011945,0,1,25.30694,83.00610999999999,Varanasi,45.0
Owner,0,1,2,BHK,953.1590414,1,1,28.44414,77.465898,Noida,35.0
Owner,0,0,2,BHK,700.0,1,1,21.9327,83.361013,Raigarh,17.5
Dealer,1,0,2,BHK,831.5789474,0,1,22.54111,88.33778000000001,Kolkata,31.6
Dealer,0,0,3,BHK,1038.333333,1,1,12.91716,80.19287,Chennai,62.3
